"","Order","Family","Genus_Species_Accepted","Genus_Accepted","PMkr2.LCVP.moldat.PvAb.Ap24","NEW_Fruit_fleshy_or_dry_rev_checked_Anna","Fruit_color","ID","Binary_Color"
"28512","Gentianales","Rubiaceae","Psydrax_cymigera","Psydrax",NA,"fleshy","orange",124417,"conspicuous "
"28513","Gentianales","Rubiaceae","Psydrax_esirensis","Psydrax",NA,"fleshy","yellow",124462,"conspicuous "
"28521","Gentianales","Rubiaceae","Psydrax_manambyana","Psydrax",NA,"fleshy","yellow",124498,"conspicuous "
"28522","Gentianales","Rubiaceae","Psydrax_occidentalis","Psydrax",NA,"fleshy","yellow",124513,"conspicuous "
"28523","Gentianales","Rubiaceae","Psydrax_sambiranensis","Psydrax",NA,"fleshy","yellow",124526,"conspicuous "
"28524","Gentianales","Rubiaceae","Randia_micracantha","Randia",NA,"fleshy","green",126776,"non-conspicuous"
"28530","Gentianales","Rubiaceae","Ronabea_emetica","Ronabea",NA,"fleshy","blue",123695,"non-conspicuous"
"28539","Gentianales","Rubiaceae","Rudgea_jasminoides","Rudgea",NA,"fleshy","red",133398,"conspicuous "
"28542","Gentianales","Rubiaceae","Rudgea_jasminoides","Rudgea",NA,"fleshy","red",133401,"conspicuous "
"28552","Gentianales","Rubiaceae","Rudgea_parquioides","Rudgea",NA,"fleshy","red",133410,"conspicuous "
"28558","Gentianales","Rubiaceae","Rytigynia_macrura","Rytigynia",NA,"fleshy","yellowish to pale green",133918,"uncertain "
"28559","Gentianales","Rubiaceae","Rytigynia_macrura","Rytigynia",NA,"fleshy","yellow",133939,"conspicuous "
"28560","Gentianales","Rubiaceae","Rytigynia_macrura","Rytigynia",NA,"fleshy","yellow",133940,"conspicuous "
"28561","Gentianales","Rubiaceae","Rytigynia_macrura","Rytigynia",NA,"fleshy","yellow",133941,"conspicuous "
"28562","Gentianales","Rubiaceae","Rytigynia_macrura","Rytigynia",NA,"fleshy","yellow",133942,"conspicuous "
"28563","Gentianales","Rubiaceae","Rytigynia_macrura","Rytigynia",NA,"fleshy","yellow",133943,"conspicuous "
"28564","Gentianales","Rubiaceae","Rytigynia_macrura","Rytigynia",NA,"fleshy","yellow",133944,"conspicuous "
"28565","Gentianales","Rubiaceae","Rytigynia_macrura","Rytigynia",NA,"fleshy","yellow",133945,"conspicuous "
"28566","Gentianales","Rubiaceae","Rytigynia_macrura","Rytigynia",NA,"fleshy","yellow",133946,"conspicuous "
"28567","Gentianales","Rubiaceae","Rytigynia_macrura","Rytigynia",NA,"fleshy","yellow",133947,"conspicuous "
"28569","Gentianales","Rubiaceae","Rytigynia_uhligii","Rytigynia",NA,"fleshy","black",133923,"non-conspicuous"
"28578","Gentianales","Rubiaceae","Saldinia_aegialodes","Saldinia",NA,"fleshy","blue",134429,"non-conspicuous"
"28579","Gentianales","Rubiaceae","Saldinia_axillaris","Saldinia",NA,"fleshy","blue",134430,"non-conspicuous"
"28580","Gentianales","Rubiaceae","Saldinia_bullata","Saldinia",NA,"fleshy","blue",134431,"non-conspicuous"
"28581","Gentianales","Rubiaceae","Saldinia_coursiana","Saldinia",NA,"fleshy","blue",134432,"non-conspicuous"
"28582","Gentianales","Rubiaceae","Saldinia_dasyclada","Saldinia",NA,"fleshy","blue",134433,"non-conspicuous"
"28583","Gentianales","Rubiaceae","Saldinia_hirsuta","Saldinia",NA,"fleshy","blue",134434,"non-conspicuous"
"28584","Gentianales","Rubiaceae","Saldinia_longistipulata","Saldinia",NA,"fleshy","blue",134437,"non-conspicuous"
"28585","Gentianales","Rubiaceae","Saldinia_mandracensis","Saldinia",NA,"fleshy","blue",134438,"non-conspicuous"
"28586","Gentianales","Rubiaceae","Saldinia_myrtilloides","Saldinia",NA,"fleshy","blue",134439,"non-conspicuous"
"28587","Gentianales","Rubiaceae","Saldinia_oblongifolia","Saldinia",NA,"fleshy","blue",134440,"non-conspicuous"
"28588","Gentianales","Rubiaceae","Saldinia_obovatifolia","Saldinia",NA,"fleshy","blue",134441,"non-conspicuous"
"28589","Gentianales","Rubiaceae","Saldinia_obtusata","Saldinia",NA,"fleshy","blue",134442,"non-conspicuous"
"28590","Gentianales","Rubiaceae","Saldinia_pallida","Saldinia",NA,"fleshy","blue",134443,"non-conspicuous"
"28591","Gentianales","Rubiaceae","Saldinia_phlebophylla","Saldinia",NA,"fleshy","blue",134444,"non-conspicuous"
"28592","Gentianales","Rubiaceae","Saldinia_platyclada","Saldinia",NA,"fleshy","blue",134445,"non-conspicuous"
"28594","Gentianales","Rubiaceae","Saldinia_proboscidea","Saldinia",NA,"fleshy","blue",134446,"non-conspicuous"
"28595","Gentianales","Rubiaceae","Saldinia_pycnophylla","Saldinia",NA,"fleshy","blue",134447,"non-conspicuous"
"28596","Gentianales","Rubiaceae","Saldinia_stenophylla","Saldinia",NA,"fleshy","blue",134448,"non-conspicuous"
"28597","Gentianales","Rubiaceae","Saldinia_subacuminata","Saldinia",NA,"fleshy","blue",134449,"non-conspicuous"
"28631","Gentianales","Rubiaceae","Timonius_rufescens","Timonius",NA,"fleshy","green",152250,"non-conspicuous"
"28635","Gentianales","Rubiaceae","Tocoyena_bullata","Tocoyena",NA,"fleshy","yellow",152448,"conspicuous "
"28643","Gentianales","Rubiaceae","Triainolepis_ampandrandavae","Triainolepis",NA,"fleshy","red",153191,"conspicuous "
"28644","Gentianales","Rubiaceae","Triainolepis_emirnensis","Triainolepis",NA,"fleshy","red",153193,"conspicuous "
"28652","Gentianales","Rubiaceae","Tricalysia_ambrensis","Tricalysia",NA,"fleshy","red",153316,"conspicuous "
"28653","Gentianales","Rubiaceae","Tricalysia_analamazaotrensis","Tricalysia",NA,"fleshy","red",153317,"conspicuous "
"28656","Gentianales","Rubiaceae","Tricalysia_boiviniana","Tricalysia",NA,"fleshy","red",153321,"conspicuous "
"28661","Gentianales","Rubiaceae","Tricalysia_coriacea","Tricalysia",NA,"fleshy","red",153341,"conspicuous "
"28662","Gentianales","Rubiaceae","Tricalysia_coriacea","Tricalysia",NA,"fleshy","red",153342,"conspicuous "
"28663","Gentianales","Rubiaceae","Tricalysia_coriacea","Tricalysia",NA,"fleshy","red",153343,"conspicuous "
"28664","Gentianales","Rubiaceae","Tricalysia_coriacea","Tricalysia",NA,"fleshy","red",153344,"conspicuous "
"28665","Gentianales","Rubiaceae","Tricalysia_coriacea","Tricalysia",NA,"fleshy","red",153345,"conspicuous "
"28666","Gentianales","Rubiaceae","Tricalysia_coriacea","Tricalysia",NA,"fleshy","red",153346,"conspicuous "
"28667","Gentianales","Rubiaceae","Tricalysia_coriacea","Tricalysia",NA,"fleshy","red",153347,"conspicuous "
"28668","Gentianales","Rubiaceae","Tricalysia_coriacea","Tricalysia",NA,"fleshy","red",153348,"conspicuous "
"28669","Gentianales","Rubiaceae","Tricalysia_coriacea","Tricalysia",NA,"fleshy","red",153349,"conspicuous "
"28670","Gentianales","Rubiaceae","Tricalysia_coriacea","Tricalysia",NA,"fleshy","red",153350,"conspicuous "
"28671","Gentianales","Rubiaceae","Tricalysia_coriacea","Tricalysia",NA,"fleshy","red",153351,"conspicuous "
"28672","Gentianales","Rubiaceae","Tricalysia_coriacea","Tricalysia",NA,"fleshy","red",153352,"conspicuous "
"28673","Gentianales","Rubiaceae","Tricalysia_coriacea","Tricalysia",NA,"fleshy","red",153353,"conspicuous "
"28674","Gentianales","Rubiaceae","Tricalysia_coriacea","Tricalysia",NA,"fleshy","red",153354,"conspicuous "
"28677","Gentianales","Rubiaceae","Tricalysia_dauphinensis","Tricalysia",NA,"fleshy","red",153356,"conspicuous "
"28678","Gentianales","Rubiaceae","Tricalysia_delagoensis","Tricalysia",NA,"fleshy","red",153268,"conspicuous "
"28679","Gentianales","Rubiaceae","Tricalysia_delagoensis","Tricalysia",NA,"fleshy","red",153357,"conspicuous "
"28680","Gentianales","Rubiaceae","Tricalysia_delagoensis","Tricalysia",NA,"fleshy","red",153358,"conspicuous "
"28681","Gentianales","Rubiaceae","Tricalysia_delagoensis","Tricalysia",NA,"fleshy","red",153359,"conspicuous "
"28682","Gentianales","Rubiaceae","Tricalysia_delagoensis","Tricalysia",NA,"fleshy","red",153360,"conspicuous "
"28683","Gentianales","Rubiaceae","Tricalysia_delagoensis","Tricalysia",NA,"fleshy","red",153361,"conspicuous "
"28684","Gentianales","Rubiaceae","Tricalysia_humbertii","Tricalysia",NA,"fleshy","red",153365,"conspicuous "
"28685","Gentianales","Rubiaceae","Tricalysia_leucocarpa","Tricalysia",NA,"fleshy","red",153381,"conspicuous "
"28686","Gentianales","Rubiaceae","Tricalysia_madagascariensis","Tricalysia",NA,"fleshy","red",153389,"conspicuous "
"28689","Gentianales","Rubiaceae","Tricalysia_majungensis","Tricalysia",NA,"fleshy","red",153390,"conspicuous "
"28690","Gentianales","Rubiaceae","Tricalysia_niamniamensis","Tricalysia",NA,"fleshy","red",153279,"conspicuous "
"28691","Gentianales","Rubiaceae","Tricalysia_niamniamensis","Tricalysia",NA,"fleshy","orange",153393,"conspicuous "
"28693","Gentianales","Rubiaceae","Tricalysia_niamniamensis","Tricalysia",NA,"fleshy","orange",153395,"conspicuous "
"28694","Gentianales","Rubiaceae","Tricalysia_niamniamensis","Tricalysia",NA,"fleshy","orange",153396,"conspicuous "
"28695","Gentianales","Rubiaceae","Tricalysia_niamniamensis","Tricalysia",NA,"fleshy","orange",153397,"conspicuous "
"28696","Gentianales","Rubiaceae","Tricalysia_niamniamensis","Tricalysia",NA,"fleshy","orange",153398,"conspicuous "
"28697","Gentianales","Rubiaceae","Tricalysia_niamniamensis","Tricalysia",NA,"fleshy","orange",153399,"conspicuous "
"28698","Gentianales","Rubiaceae","Tricalysia_niamniamensis","Tricalysia",NA,"fleshy","orange",153400,"conspicuous "
"28699","Gentianales","Rubiaceae","Tricalysia_orientalis","Tricalysia",NA,"fleshy","red",153403,"conspicuous "
"28701","Gentianales","Rubiaceae","Urophyllum_griffithianum","Urophyllum",NA,"fleshy","red;yellow",155953,"conspicuous "
"28703","Gentianales","Rubiaceae","Vangueria_apiculata","Vangueria",NA,"fleshy","green to brown",156716,"non-conspicuous"
"28717","Huerteales","Dipentodontaceae","Perrottetia_alpestris","Perrottetia",NA,"fleshy","red",111917,"conspicuous "
"28719","Icacinales","Icacinaceae","Cassinopsis_chapelieri","Cassinopsis",NA,"fleshy","red",27659,"conspicuous "
"28720","Icacinales","Icacinaceae","Cassinopsis_ciliata","Cassinopsis",NA,"fleshy","red",27660,"conspicuous "
"28721","Icacinales","Icacinaceae","Cassinopsis_tinifolia","Cassinopsis",NA,"fleshy","purple-black",27658,"non-conspicuous"
"28726","Icacinales","Icacinaceae","Cassinopsis_tomentosa","Cassinopsis",NA,"fleshy","red",27669,"conspicuous "
"28727","Icacinales","Icacinaceae","Pyrenacantha_andapensis","Pyrenacantha",NA,"fleshy","brown",125607,"non-conspicuous"
"28728","Icacinales","Icacinaceae","Pyrenacantha_chlorantha","Pyrenacantha",NA,"fleshy","red",125609,"conspicuous "
"28729","Icacinales","Icacinaceae","Pyrenacantha_humblotii","Pyrenacantha",NA,"fleshy","brown",125611,"non-conspicuous"
"28731","Icacinales","Icacinaceae","Pyrenacantha_kaurabassana","Pyrenacantha",NA,"fleshy","yellow-orange",125594,"conspicuous "
"28740","Icacinales","Icacinaceae","Pyrenacantha_kirkii","Pyrenacantha",NA,"fleshy","orange",125595,"conspicuous "
"28742","Icacinales","Icacinaceae","Pyrenacantha_laetevirens","Pyrenacantha",NA,"fleshy","brown",125620,"non-conspicuous"
"28743","Icacinales","Icacinaceae","Pyrenacantha_perrieri","Pyrenacantha",NA,"fleshy","red",125621,"conspicuous "
"28744","Icacinales","Icacinaceae","Pyrenacantha_tropophila","Pyrenacantha",NA,"fleshy","brown",125623,"non-conspicuous"
"28745","Icacinales","Icacinaceae","Rhyticaryum_novoguineense","Rhyticaryum",NA,"fleshy","red",129643,"conspicuous "
"28746","Lamiales","Acanthaceae","Graptophyllum_excelsum","Graptophyllum",NA,"dry","brown",67942,"non-conspicuous"
"28748","Lamiales","Acanthaceae","Graptophyllum_ilicifolium","Graptophyllum",NA,"dry","brown",67944,"non-conspicuous"
"28749","Lamiales","Acanthaceae","Graptophyllum_reticulatum","Graptophyllum",NA,"dry","brown",67945,"non-conspicuous"
"28750","Lamiales","Acanthaceae","Graptophyllum_spinigerum","Graptophyllum",NA,"dry","brown",67946,"non-conspicuous"
"28751","Lamiales","Acanthaceae","Mendoncia_decaryi","Mendoncia",NA,"fleshy","black",95122,"non-conspicuous"
"28752","Lamiales","Acanthaceae","Mendoncia_gracilis","Mendoncia",NA,"fleshy","black",95107,"non-conspicuous"
"28755","Lamiales","Acanthaceae","Mendoncia_kely","Mendoncia",NA,"fleshy","brown",95129,"non-conspicuous"
"28756","Lamiales","Acanthaceae","Mendoncia_littoralis","Mendoncia",NA,"fleshy","green",95109,"non-conspicuous"
"28759","Lamiales","Acanthaceae","Mendoncia_puberula","Mendoncia",NA,"fleshy","black",95113,"non-conspicuous"
"28762","Lamiales","Acanthaceae","Mendoncia_vellozoana","Mendoncia",NA,"fleshy","purple",95116,"non-conspicuous"
"28773","Lamiales","Acanthaceae","Trichanthera_gigantea","Trichanthera",NA,"dry","red",153443,"conspicuous "
"28777","Lamiales","Bignoniaceae","Amphilophium_paniculatum","Amphilophium",NA,"dry","brown;green",8281,"non-conspicuous"
"28783","Lamiales","Bignoniaceae","Bignonia_corymbosa","Bignonia",NA,"dry","brown",113565,"non-conspicuous"
"28786","Lamiales","Bignoniaceae","Callichlamys_latifolia","Callichlamys",NA,"dry","green",23228,"non-conspicuous"
"28789","Lamiales","Bignoniaceae","Colea_delphinensis","Colea",NA,"fleshy","purple",106132,"non-conspicuous"
"28791","Lamiales","Bignoniaceae","Colea_labatii","Colea",NA,"fleshy","green",35621,"non-conspicuous"
"28792","Lamiales","Bignoniaceae","Colea_lantziana","Colea",NA,"fleshy","brown",35622,"non-conspicuous"
"28793","Lamiales","Bignoniaceae","Colea_nana","Colea",NA,"fleshy","yellow",35627,"conspicuous "
"28794","Lamiales","Bignoniaceae","Colea_purpurascens","Colea",NA,"fleshy","green",35629,"non-conspicuous"
"28795","Lamiales","Bignoniaceae","Colea_tetragona","Colea",NA,"fleshy","green",35624,"non-conspicuous"
"28796","Lamiales","Bignoniaceae","Colea_tetragona","Colea",NA,"fleshy","brown",35633,"non-conspicuous"
"28798","Lamiales","Bignoniaceae","Crescentia_cujete","Crescentia",NA,"fleshy","GREEN",40088,"non-conspicuous"
"28802","Lamiales","Bignoniaceae","Fernandoa_magnifica","Fernandoa",NA,"dry","pale-brown",61055,"non-conspicuous"
"28806","Lamiales","Bignoniaceae","Fridericia_candicans","Fridericia",NA,"dry","violet",12667,"non-conspicuous"
"28810","Lamiales","Bignoniaceae","Fridericia_conjugata","Fridericia",NA,"dry","brown",63877,"non-conspicuous"
"28811","Lamiales","Bignoniaceae","Fridericia_florida","Fridericia",NA,"dry","violet",12677,"non-conspicuous"
"28816","Lamiales","Bignoniaceae","Fridericia_schumanniana","Fridericia",NA,"dry","violet",12705,"non-conspicuous"
"28826","Lamiales","Bignoniaceae","Jacaranda_copaia","Jacaranda",NA,"dry","black",79623,"non-conspicuous"
"28828","Lamiales","Bignoniaceae","Jacaranda_cuspidifolia","Jacaranda",NA,"dry","tan-brown",79625,"non-conspicuous"
"28837","Lamiales","Bignoniaceae","Markhamia_zanzibarica","Markhamia",NA,"dry","dark brown",92308,"non-conspicuous"
"28839","Lamiales","Bignoniaceae","Pachyptera_kerere","Pachyptera",NA,"fleshy","brown",91930,"non-conspicuous"
"28844","Lamiales","Bignoniaceae","Parmentiera_aculeata","Parmentiera",NA,"dry","dull yellow",109585,"conspicuous "
"28847","Lamiales","Bignoniaceae","Phyllarthron_bernierianum","Phyllarthron",NA,"fleshy","yellow",113957,"conspicuous "
"28848","Lamiales","Bignoniaceae","Phyllarthron_humblotianum","Phyllarthron",NA,"fleshy","yellow",113961,"conspicuous "
"28849","Lamiales","Bignoniaceae","Phyllarthron_ilicifolium","Phyllarthron",NA,"fleshy","BROWN",113949,"non-conspicuous"
"28854","Lamiales","Bignoniaceae","Phyllarthron_suarezense","Phyllarthron",NA,"fleshy","purple",113972,"non-conspicuous"
"28855","Lamiales","Bignoniaceae","Phyllarthron_vokoaninensis","Phyllarthron",NA,"fleshy","green",113974,"non-conspicuous"
"28856","Lamiales","Bignoniaceae","Phylloctenium_bernieri","Phylloctenium",NA,"fleshy","black",113996,"non-conspicuous"
"28858","Lamiales","Bignoniaceae","Phylloctenium_decaryanum","Phylloctenium",NA,"fleshy","black",113997,"non-conspicuous"
"28859","Lamiales","Bignoniaceae","Rhigozum_brevispinosum","Rhigozum",NA,"dry","green to pale brown",128324,"non-conspicuous"
"28862","Lamiales","Bignoniaceae","Rhigozum_zambesiacum","Rhigozum",NA,"dry","pale-brown",128334,"non-conspicuous"
"28865","Lamiales","Bignoniaceae","Rhodocolea_lemuriphila","Rhodocolea",NA,"fleshy","green",128596,"non-conspicuous"
"28866","Lamiales","Bignoniaceae","Rhodocolea_multiflora","Rhodocolea",NA,"fleshy","green",128599,"non-conspicuous"
"28867","Lamiales","Bignoniaceae","Rhodocolea_ranirisonii","Rhodocolea",NA,"fleshy","red",128605,"conspicuous "
"28874","Lamiales","Bignoniaceae","Stereospermum_kunthianum","Stereospermum",NA,"dry","reddish-brown",145356,"uncertain "
"28879","Lamiales","Gesneriaceae","Nematanthus_striatus","Nematanthus",NA,"dry","dark wine",102380,"non-conspicuous"
"28881","Lamiales","Lamiaceae","Aegiphila_cephalophora","Aegiphila",NA,"fleshy","orange",3729,"conspicuous "
"28883","Lamiales","Lamiaceae","Aegiphila_cuatrecasasii","Aegiphila",NA,"fleshy","blue/purple",3733,"non-conspicuous"
"28885","Lamiales","Lamiaceae","Aegiphila_integrifolia","Aegiphila",NA,"fleshy","red",3739,"conspicuous "
"28903","Lamiales","Lamiaceae","Aegiphila_panamensis","Aegiphila",NA,"fleshy","orange",3759,"conspicuous "
"28915","Lamiales","Lamiaceae","Callicarpa_pentandra","Callicarpa",NA,"fleshy","black;violet",23183,"non-conspicuous"
"28916","Lamiales","Lamiaceae","Clerodendrum_arenarium","Clerodendrum",NA,"fleshy","black",33838,"non-conspicuous"
"28919","Lamiales","Lamiaceae","Clerodendrum_cephalanthum","Clerodendrum",NA,"fleshy","dark green",33765,"non-conspicuous"
"28921","Lamiales","Lamiaceae","Clerodendrum_elliottii","Clerodendrum",NA,"fleshy","purple",33866,"non-conspicuous"
"28922","Lamiales","Lamiaceae","Clerodendrum_eriophyllum","Clerodendrum",NA,"fleshy","yellowish",33770,"conspicuous "
"28939","Lamiales","Lamiaceae","Clerodendrum_frutectorum","Clerodendrum",NA,"fleshy","purple to nearly black",33779,"non-conspicuous"
"28947","Lamiales","Lamiaceae","Clerodendrum_hircinum","Clerodendrum",NA,"fleshy","blue",33909,"non-conspicuous"
"28948","Lamiales","Lamiaceae","Clerodendrum_kaudernii","Clerodendrum",NA,"fleshy","red",33922,"conspicuous "
"28949","Lamiales","Lamiaceae","Clerodendrum_moramangense","Clerodendrum",NA,"fleshy","green",33935,"non-conspicuous"
"28950","Lamiales","Lamiaceae","Clerodendrum_pleiosciadium","Clerodendrum",NA,"fleshy","deep red to purplish black",33808,"uncertain "
"28959","Lamiales","Lamiaceae","Clerodendrum_robustum","Clerodendrum",NA,"fleshy","shiny black",33813,"non-conspicuous"
"28960","Lamiales","Lamiaceae","Clerodendrum_roseiflorum","Clerodendrum",NA,"fleshy","red",33963,"conspicuous "
"28961","Lamiales","Lamiaceae","Clerodendrum_ternatum","Clerodendrum",NA,"fleshy","black",33816,"non-conspicuous"
"28987","Lamiales","Lamiaceae","Clerodendrum_tracyanum","Clerodendrum",NA,"fleshy","black",33825,"non-conspicuous"
"28992","Lamiales","Lamiaceae","Cornutia_pyramidata","Cornutia",NA,"fleshy","green",38205,"non-conspicuous"
"28997","Lamiales","Lamiaceae","Faradaya_splendida","Faradaya",NA,"fleshy","WHITE",60848,"non-conspicuous"
"29002","Lamiales","Lamiaceae","Gmelina_arborea","Gmelina",NA,"fleshy","yellow",67052,"conspicuous "
"29007","Lamiales","Lamiaceae","Gmelina_asiatica","Gmelina",NA,"fleshy","yellow",67055,"conspicuous "
"29011","Lamiales","Lamiaceae","Gmelina_dalrympleana","Gmelina",NA,"fleshy","pink or magenta",67069,"conspicuous "
"29014","Lamiales","Lamiaceae","Gmelina_leichhardtii","Gmelina",NA,"fleshy","purplish-blue",67067,"non-conspicuous"
"29017","Lamiales","Lamiaceae","Gmelina_moluccana","Gmelina",NA,"fleshy","blue",67070,"non-conspicuous"
"29028","Lamiales","Lamiaceae","Premna_mollissima","Premna",NA,"fleshy","black",120977,"non-conspicuous"
"29051","Lamiales","Lamiaceae","Rotheca_myricoides","Rotheca",NA,"fleshy","red to black when ripe",131440,"uncertain "
"29069","Lamiales","Lamiaceae","Rotheca_wildii","Rotheca",NA,"fleshy","dark green to black when ripe",131445,"non-conspicuous"
"29086","Lamiales","Lamiaceae","Teijsmanniodendron_bogoriense","Teijsmanniodendron",NA,"fleshy","purple",150064,"non-conspicuous"
"29095","Lamiales","Lamiaceae","Vitex_aurea","Vitex",NA,"fleshy","brown",160009,"non-conspicuous"
"29098","Lamiales","Lamiaceae","Vitex_beraviensis","Vitex",NA,"fleshy","purple",160011,"non-conspicuous"
"29099","Lamiales","Lamiaceae","Vitex_buchananii","Vitex",NA,"fleshy","black",159845,"non-conspicuous"
"29112","Lamiales","Lamiaceae","Vitex_cauliflora","Vitex",NA,"fleshy","purple",160024,"non-conspicuous"
"29117","Lamiales","Lamiaceae","Vitex_cofassus","Vitex",NA,"fleshy","black",159855,"non-conspicuous"
"29119","Lamiales","Lamiaceae","Vitex_doniana","Vitex",NA,"fleshy","purple-black",159870,"non-conspicuous"
"29141","Lamiales","Lamiaceae","Vitex_elakelakensis","Vitex",NA,"fleshy","red",160050,"conspicuous "
"29142","Lamiales","Lamiaceae","Vitex_ferruginea","Vitex",NA,"fleshy","purple-black",159877,"non-conspicuous"
"29164","Lamiales","Lamiaceae","Vitex_grandidiana","Vitex",NA,"fleshy","red",160070,"conspicuous "
"29165","Lamiales","Lamiaceae","Vitex_hispidissima","Vitex",NA,"fleshy","red",160076,"conspicuous "
"29166","Lamiales","Lamiaceae","Vitex_madagascariensis","Vitex",NA,"fleshy","brown",160084,"non-conspicuous"
"29170","Lamiales","Lamiaceae","Vitex_madiensis","Vitex",NA,"fleshy","purplish-black",159903,"non-conspicuous"
"29173","Lamiales","Lamiaceae","Vitex_masoalensis","Vitex",NA,"fleshy","purple",160087,"non-conspicuous"
"29178","Lamiales","Lamiaceae","Vitex_megapotamica","Vitex",NA,"fleshy","black",159908,"non-conspicuous"
"29196","Lamiales","Lamiaceae","Vitex_mombassae","Vitex",NA,"fleshy","dark-brown to black",159919,"non-conspicuous"
"29218","Lamiales","Lamiaceae","Vitex_patula","Vitex",NA,"fleshy","black",159932,"non-conspicuous"
"29227","Lamiales","Lamiaceae","Vitex_payos","Vitex",NA,"fleshy","shiny black",159936,"non-conspicuous"
"29247","Lamiales","Lamiaceae","Vitex_perrieri","Vitex",NA,"fleshy","brown",160150,"non-conspicuous"
"29249","Lamiales","Lamiaceae","Vitex_pervillei","Vitex",NA,"fleshy","green",160151,"non-conspicuous"
"29250","Lamiales","Lamiaceae","Vitex_petersiana","Vitex",NA,"fleshy","black",159941,"non-conspicuous"
"29262","Lamiales","Lamiaceae","Vitex_schliebenii","Vitex",NA,"fleshy","white to purple black",159962,"non-conspicuous"
"29279","Lamiales","Oleaceae","Chionanthus_brassii","Chionanthus",NA,"fleshy","blue;green",31077,"non-conspicuous"
"29284","Lamiales","Oleaceae","Chionanthus_vitiensis","Chionanthus",NA,"fleshy","yellow",31125,"conspicuous "
"29287","Lamiales","Oleaceae","Jasminum_angustifolium","Jasminum",NA,"fleshy","black",79877,"non-conspicuous"
"29291","Lamiales","Oleaceae","Jasminum_auriculatum","Jasminum",NA,"fleshy","black",79879,"non-conspicuous"
"29301","Lamiales","Oleaceae","Jasminum_greveanum","Jasminum",NA,"fleshy","black",80025,"non-conspicuous"
"29306","Lamiales","Oleaceae","Jasminum_kitchingii","Jasminum",NA,"fleshy","black",80028,"non-conspicuous"
"29309","Lamiales","Oleaceae","Jasminum_nummulariifolium","Jasminum",NA,"fleshy","black",80041,"non-conspicuous"
"29310","Lamiales","Oleaceae","Jasminum_stenolobum","Jasminum",NA,"fleshy","black",79947,"non-conspicuous"
"29332","Lamiales","Oleaceae","Jasminum_streptopus","Jasminum",NA,"fleshy","back",79949,"non-conspicuous"
"29355","Lamiales","Oleaceae","Ligustrum_japonicum","Ligustrum",NA,"fleshy","purple",86322,"non-conspicuous"
"29366","Lamiales","Oleaceae","Noronhia_leandriana","Noronhia",NA,"fleshy","brown",103533,"non-conspicuous"
"29367","Lamiales","Oleaceae","Noronhia_olearia","Noronhia",NA,"fleshy","black",105448,"non-conspicuous"
"29368","Lamiales","Oleaceae","Noronhia_populifolia","Noronhia",NA,"fleshy","brown",103546,"non-conspicuous"
"29369","Lamiales","Oleaceae","Noronhia_verrucosa","Noronhia",NA,"fleshy","grey",103555,"non-conspicuous"
"29374","Lamiales","Oleaceae","Olea_chimanimani","Olea",NA,"fleshy","pinkish, drying pale",105636,"conspicuous "
"29375","Lamiales","Plantaginaceae","Hydrotriche_mayacoides","Hydrotriche",NA,"dry","orange",75777,"conspicuous "
"29380","Lamiales","Stilbaceae","Nuxia_ambrensis","Nuxia",NA,"dry","brown",103814,"non-conspicuous"
"29384","Lamiales","Verbenaceae","Chascanum_insulare","Chascanum",NA,"dry","black",30666,"non-conspicuous"
"29390","Lamiales","Verbenaceae","Citharexylum_myrianthum","Citharexylum",NA,"fleshy","red",33081,"conspicuous "
"29400","Lamiales","Verbenaceae","Coelocarpum_glandulosum","Coelocarpum",NA,"dry","brown",35266,"non-conspicuous"
"29401","Lamiales","Verbenaceae","Coelocarpum_humbertii","Coelocarpum",NA,"dry","brown",35267,"non-conspicuous"
"29402","Lamiales","Verbenaceae","Duranta_dombeyana","Duranta",NA,"fleshy","yellow",50754,"conspicuous "
"29406","Lamiales","Verbenaceae","Duranta_vestita","Duranta",NA,"fleshy","yellow",50764,"conspicuous "
"29408","Lamiales","Verbenaceae","Lantana_angolensis","Lantana",NA,"fleshy","lilac to dark purple when ripe",82834,"non-conspicuous"
"29425","Laurales","Atherospermataceae","Daphnandra_apatela","Daphnandra",NA,"dry","brown",44706,"non-conspicuous"
"29426","Laurales","Atherospermataceae","Daphnandra_johnsonii","Daphnandra",NA,"dry","brown",44707,"non-conspicuous"
"29427","Laurales","Atherospermataceae","Daphnandra_melasmena","Daphnandra",NA,"dry","brown",44708,"non-conspicuous"
"29431","Laurales","Atherospermataceae","Daphnandra_repandula","Daphnandra",NA,"dry","brown",44714,"non-conspicuous"
"29432","Laurales","Atherospermataceae","Daphnandra_tenuipes","Daphnandra",NA,"dry","yellow",44715,"conspicuous "
"29436","Laurales","Atherospermataceae","Doryphora_aromatica","Doryphora",NA,"dry","black",49652,"non-conspicuous"
"29444","Laurales","Hernandiaceae","Hernandia_moerenhoutiana","Hernandia",NA,"dry","red",72944,"conspicuous "
"29447","Laurales","Hernandiaceae","Hernandia_nymphaeifolia","Hernandia",NA,"dry","red",72947,"conspicuous "
"29448","Laurales","Hernandiaceae","Hernandia_nymphaeifolia","Hernandia",NA,"dry","greenish white",72948,"conspicuous "
"29451","Laurales","Hernandiaceae","Hernandia_nymphaeifolia","Hernandia",NA,"dry","red",72965,"conspicuous "
"29452","Laurales","Hernandiaceae","Hernandia_nymphaeifolia","Hernandia",NA,"dry","green",72966,"non-conspicuous"
