Order,Family,Genus_Species_Accepted,Genus_Accepted,PMkr2.LCVP.moldat.PvAb.Ap24,NEW_Fruit_fleshy_or_dry_rev_checked_Anna,Fruit_color,ID
Ericales,Ebenaceae,Diospyros_kaki,Diospyros,1,fleshy,red,47482
Ericales,Ebenaceae,Diospyros_kaki,Diospyros,1,NA,red,47680
Ericales,Ebenaceae,Diospyros_kaki,Diospyros,1,NA,NA,47681
Ericales,Ebenaceae,Diospyros_kaki,Diospyros,1,NA,NA,47682
Ericales,Ebenaceae,Diospyros_kaki,Diospyros,1,NA,NA,48067
Ericales,Ebenaceae,Diospyros_kaki,Diospyros,1,NA,red,48068
Ericales,Ebenaceae,Diospyros_kaki,Diospyros,1,NA,red,48069
Ericales,Ebenaceae,Diospyros_kaki,Diospyros,1,NA,red,48070
Ericales,Ebenaceae,Diospyros_kaki,Diospyros,1,NA,NA,48071
Ericales,Ebenaceae,Diospyros_kaki,Diospyros,1,NA,red,48072
Ericales,Ebenaceae,Diospyros_kaki,Diospyros,1,NA,red,48073
Ericales,Ebenaceae,Diospyros_kaki,Diospyros,1,NA,NA,48074
Ericales,Ebenaceae,Diospyros_kaki,Diospyros,1,NA,red,48075
Ericales,Ebenaceae,Diospyros_lycioides,Diospyros,1,NA,NA,47720
Ericales,Ebenaceae,Diospyros_lycioides,Diospyros,1,NA,NA,47721
Ericales,Ebenaceae,Diospyros_lycioides,Diospyros,1,NA,NA,47722
Ericales,Ebenaceae,Diospyros_lycioides,Diospyros,1,NA,NA,47723
Ericales,Ebenaceae,Diospyros_lycioides,Diospyros,1,NA,NA,47724
Ericales,Ebenaceae,Diospyros_lycioides,Diospyros,1,fleshy,NA,47725
Ericales,Ebenaceae,Diospyros_lycioides,Diospyros,1,NA,black,48102
Ericales,Ebenaceae,Diospyros_lycioides,Diospyros,1,NA,black,48103
Ericales,Ebenaceae,Diospyros_lycioides,Diospyros,1,NA,black,48104
Ericales,Ebenaceae,Diospyros_lycioides,Diospyros,1,NA,black,48105
Ericales,Ebenaceae,Diospyros_lycioides,Diospyros,1,NA,black,48106
Ericales,Ebenaceae,Diospyros_lycioides,Diospyros,1,NA,black,48107
Ericales,Ebenaceae,Diospyros_lycioides,Diospyros,1,NA,black,48108
Ericales,Ebenaceae,Diospyros_lycioides,Diospyros,1,NA,red,48109
Ericales,Ebenaceae,Diospyros_lycioides,Diospyros,1,NA,black,48110
Ericales,Ebenaceae,Diospyros_lycioides,Diospyros,1,NA,black,48111
Ericales,Ebenaceae,Diospyros_lycioides,Diospyros,1,NA,black,48112
Ericales,Ebenaceae,Diospyros_lycioides,Diospyros,1,NA,black,48113
Ericales,Ebenaceae,Diospyros_lycioides,Diospyros,1,NA,black,48114
Ericales,Ebenaceae,Diospyros_lycioides,Diospyros,1,NA,red,48115
Ericales,Ebenaceae,Diospyros_lycioides,Diospyros,1,NA,black,48116
Ericales,Ebenaceae,Diospyros_lycioides,Diospyros,1,NA,black,48117
Ericales,Ebenaceae,Diospyros_lycioides,Diospyros,1,NA,black,48118
Ericales,Ebenaceae,Diospyros_lycioides,Diospyros,1,NA,black,48119
Ericales,Ebenaceae,Diospyros_lycioides,Diospyros,1,NA,black,48120
Ericales,Ebenaceae,Diospyros_lycioides,Diospyros,1,NA,black,48121
Ericales,Ebenaceae,Diospyros_lycioides,Diospyros,1,NA,black,48122
Ericales,Ebenaceae,Diospyros_lycioides,Diospyros,1,NA,black,48123
Ericales,Ebenaceae,Diospyros_lycioides,Diospyros,1,NA,black,48124
Ericales,Ebenaceae,Diospyros_malabarica,Diospyros,1,NA,NA,47591
Ericales,Ebenaceae,Diospyros_malabarica,Diospyros,1,NA,NA,47592
Ericales,Ebenaceae,Diospyros_malabarica,Diospyros,1,NA,NA,47737
Ericales,Ebenaceae,Diospyros_malabarica,Diospyros,1,fleshy,yellow,47738
Ericales,Ebenaceae,Diospyros_malabarica,Diospyros,1,NA,NA,47827
Ericales,Ebenaceae,Diospyros_mannii,Diospyros,1,NA,NA,47744
Ericales,Ebenaceae,Diospyros_mannii,Diospyros,1,fleshy,Orange,47745
Ericales,Ebenaceae,Diospyros_mannii,Diospyros,1,NA,NA,47746
Ericales,Ebenaceae,Diospyros_mannii,Diospyros,1,NA,NA,47747
Ericales,Ebenaceae,Diospyros_mannii,Diospyros,1,NA,NA,47748
Ericales,Ebenaceae,Diospyros_maritima,Diospyros,1,fleshy,yellow,47695
Ericales,Ebenaceae,Diospyros_maritima,Diospyros,1,fleshy,NA,47752
Ericales,Ebenaceae,Diospyros_maritima,Diospyros,1,NA,NA,47753
Ericales,Ebenaceae,Diospyros_maritima,Diospyros,1,NA,black,48133
Ericales,Ebenaceae,Diospyros_mespiliformis,Diospyros,1,fleshy,yellow to purple when ripe,47762
Ericales,Ebenaceae,Diospyros_mespiliformis,Diospyros,1,fleshy,NA,47763
Ericales,Ebenaceae,Diospyros_mespiliformis,Diospyros,1,NA,NA,47764
Ericales,Ebenaceae,Diospyros_mespiliformis,Diospyros,1,fleshy,NA,47765
Ericales,Ebenaceae,Diospyros_mespiliformis,Diospyros,1,NA,NA,47766
Ericales,Ebenaceae,Diospyros_mespiliformis,Diospyros,1,NA,NA,47767
Ericales,Ebenaceae,Diospyros_mespiliformis,Diospyros,1,NA,yellow,48138
Ericales,Ebenaceae,Diospyros_mespiliformis,Diospyros,1,NA,yellow,48139
Ericales,Ebenaceae,Diospyros_mespiliformis,Diospyros,1,NA,yellow,48140
Ericales,Ebenaceae,Diospyros_mespiliformis,Diospyros,1,NA,orange,48141
Ericales,Ebenaceae,Diospyros_mespiliformis,Diospyros,1,NA,yellow,48142
Ericales,Ebenaceae,Diospyros_mespiliformis,Diospyros,1,NA,yellow,48143
Ericales,Ebenaceae,Diospyros_mespiliformis,Diospyros,1,NA,yellow,48144
Ericales,Ebenaceae,Diospyros_mespiliformis,Diospyros,1,NA,yellow,48145
Ericales,Ebenaceae,Diospyros_mespiliformis,Diospyros,1,NA,yellow,48146
Ericales,Ebenaceae,Diospyros_mespiliformis,Diospyros,1,NA,yellow,48147
Ericales,Ebenaceae,Diospyros_mespiliformis,Diospyros,1,NA,yellow,48148
Ericales,Ebenaceae,Diospyros_mespiliformis,Diospyros,1,NA,yellow,48149
Ericales,Ebenaceae,Diospyros_mespiliformis,Diospyros,1,NA,yellow,48150
Ericales,Ebenaceae,Diospyros_mespiliformis,Diospyros,1,NA,yellow,48151
Ericales,Ebenaceae,Diospyros_mespiliformis,Diospyros,1,NA,yellow,48152
Ericales,Ebenaceae,Diospyros_mespiliformis,Diospyros,1,NA,yellow,48153
Ericales,Ebenaceae,Diospyros_mespiliformis,Diospyros,1,NA,yellow,48154
Ericales,Ebenaceae,Diospyros_mespiliformis,Diospyros,1,NA,yellow,48155
Ericales,Ebenaceae,Diospyros_mespiliformis,Diospyros,1,NA,yellow,48156
Ericales,Ebenaceae,Diospyros_mespiliformis,Diospyros,1,NA,yellow,48228
Ericales,Ebenaceae,Diospyros_mollis,Diospyros,1,NA,NA,47773
Ericales,Ebenaceae,Diospyros_mollis,Diospyros,1,NA,NA,47774
Ericales,Ebenaceae,Diospyros_mollis,Diospyros,1,fleshy,red,47780
Ericales,Ebenaceae,Diospyros_montana,Diospyros,1,NA,NA,47540
Ericales,Ebenaceae,Diospyros_montana,Diospyros,1,fleshy,NA,47541
Ericales,Ebenaceae,Diospyros_montana,Diospyros,1,NA,NA,47775
Ericales,Ebenaceae,Diospyros_montana,Diospyros,1,NA,NA,47776
Ericales,Ebenaceae,Diospyros_montana,Diospyros,1,NA,brown,48159
Ericales,Ebenaceae,Diospyros_natalensis,Diospyros,1,NA,NA,47786
Ericales,Ebenaceae,Diospyros_natalensis,Diospyros,1,fleshy,NA,47787
Ericales,Ebenaceae,Diospyros_natalensis,Diospyros,1,NA,NA,47788
Ericales,Ebenaceae,Diospyros_natalensis,Diospyros,1,NA,NA,48167
Ericales,Ebenaceae,Diospyros_natalensis,Diospyros,1,NA,NA,48168
Ericales,Ebenaceae,Diospyros_natalensis,Diospyros,1,NA,NA,48169
Ericales,Ebenaceae,Diospyros_natalensis,Diospyros,1,NA,yellow,48170
Ericales,Ebenaceae,Diospyros_natalensis,Diospyros,1,NA,NA,48171
Ericales,Ebenaceae,Diospyros_natalensis,Diospyros,1,NA,NA,48172
Ericales,Ebenaceae,Diospyros_natalensis,Diospyros,1,NA,NA,48173
Ericales,Ebenaceae,Diospyros_natalensis,Diospyros,1,NA,NA,48174
Ericales,Ebenaceae,Diospyros_natalensis,Diospyros,1,NA,orange,48175
Ericales,Ebenaceae,Diospyros_natalensis,Diospyros,1,NA,NA,48176
Ericales,Ebenaceae,Diospyros_natalensis,Diospyros,1,NA,orange,48177
Ericales,Ebenaceae,Diospyros_natalensis,Diospyros,1,NA,NA,48178
Ericales,Ebenaceae,Diospyros_natalensis,Diospyros,1,NA,NA,48179
Ericales,Ebenaceae,Diospyros_natalensis,Diospyros,1,NA,NA,48180
Ericales,Ebenaceae,Diospyros_natalensis,Diospyros,1,NA,NA,48181
Ericales,Ebenaceae,Diospyros_natalensis,Diospyros,1,NA,NA,48182
Ericales,Ebenaceae,Diospyros_natalensis,Diospyros,1,NA,NA,48183
Ericales,Ebenaceae,Diospyros_natalensis,Diospyros,1,NA,yellow,89710
Ericales,Ebenaceae,Diospyros_pentamera,Diospyros,1,fleshy,NA,47823
Ericales,Ebenaceae,Diospyros_pentamera,Diospyros,1,NA,NA,47824
Ericales,Ebenaceae,Diospyros_pentamera,Diospyros,1,NA,NA,47825
Ericales,Ebenaceae,Diospyros_pentamera,Diospyros,1,NA,black,48192
Ericales,Ebenaceae,Diospyros_pseudomespilus,Diospyros,1,fleshy,Red,47846
Ericales,Ebenaceae,Diospyros_samoensis,Diospyros,1,fleshy,yellow,47872
Ericales,Ebenaceae,Diospyros_samoensis,Diospyros,1,NA,NA,47873
Ericales,Ebenaceae,Diospyros_samoensis,Diospyros,1,NA,yellow,48225
Ericales,Ebenaceae,Diospyros_senensis,Diospyros,1,NA,NA,47884
Ericales,Ebenaceae,Diospyros_senensis,Diospyros,1,fleshy,yellow,47885
Ericales,Ebenaceae,Diospyros_senensis,Diospyros,1,NA,NA,47886
Ericales,Ebenaceae,Diospyros_squarrosa,Diospyros,1,fleshy,yellow,47897
Ericales,Ebenaceae,Diospyros_squarrosa,Diospyros,1,NA,NA,47898
Ericales,Ebenaceae,Diospyros_squarrosa,Diospyros,1,NA,NA,48245
Ericales,Ebenaceae,Diospyros_squarrosa,Diospyros,1,NA,NA,48246
Ericales,Ebenaceae,Diospyros_squarrosa,Diospyros,1,NA,NA,48247
Ericales,Ebenaceae,Diospyros_squarrosa,Diospyros,1,NA,NA,48248
Ericales,Ebenaceae,Diospyros_squarrosa,Diospyros,1,NA,NA,48249
Ericales,Ebenaceae,Diospyros_squarrosa,Diospyros,1,NA,NA,48250
Ericales,Ebenaceae,Diospyros_squarrosa,Diospyros,1,NA,NA,48251
Ericales,Ebenaceae,Diospyros_squarrosa,Diospyros,1,NA,NA,48252
Ericales,Ebenaceae,Diospyros_squarrosa,Diospyros,1,NA,yellow,48253
Ericales,Ebenaceae,Diospyros_squarrosa,Diospyros,1,NA,NA,48254
Ericales,Ebenaceae,Diospyros_squarrosa,Diospyros,1,NA,NA,48255
Ericales,Ebenaceae,Diospyros_squarrosa,Diospyros,1,NA,NA,48256
Ericales,Ebenaceae,Diospyros_squarrosa,Diospyros,1,NA,NA,48257
Ericales,Ebenaceae,Diospyros_squarrosa,Diospyros,1,NA,NA,48258
Ericales,Ebenaceae,Diospyros_squarrosa,Diospyros,1,NA,NA,48259
Ericales,Ebenaceae,Diospyros_squarrosa,Diospyros,1,NA,NA,48260
Ericales,Ebenaceae,Diospyros_sumatrana,Diospyros,1,NA,NA,47486
Ericales,Ebenaceae,Diospyros_sumatrana,Diospyros,1,NA,NA,47533
Ericales,Ebenaceae,Diospyros_sumatrana,Diospyros,1,NA,NA,47556
Ericales,Ebenaceae,Diospyros_sumatrana,Diospyros,1,NA,NA,47904
Ericales,Ebenaceae,Diospyros_sumatrana,Diospyros,1,NA,NA,47905
Ericales,Ebenaceae,Diospyros_sumatrana,Diospyros,1,fleshy,green,47906
Ericales,Ebenaceae,Diospyros_toposia,Diospyros,1,fleshy,yellow,47920
Ericales,Ebenaceae,Diospyros_toposia,Diospyros,1,NA,NA,47921
Ericales,Ebenaceae,Diospyros_toposia,Diospyros,1,NA,NA,47922
Ericales,Ebenaceae,Diospyros_toposia,Diospyros,1,NA,yellow,48273
Ericales,Ebenaceae,Diospyros_tropophylla,Diospyros,1,NA,NA,47930
Ericales,Ebenaceae,Diospyros_tropophylla,Diospyros,1,fleshy,green,48276
Ericales,Ebenaceae,Diospyros_tropophylla,Diospyros,1,NA,NA,89707
Ericales,Ebenaceae,Diospyros_whyteana,Diospyros,1,NA,NA,47953
Ericales,Ebenaceae,Diospyros_whyteana,Diospyros,1,fleshy,NA,47954
Ericales,Ebenaceae,Diospyros_whyteana,Diospyros,1,NA,NA,47955
Ericales,Ebenaceae,Diospyros_whyteana,Diospyros,1,NA,NA,47956
Ericales,Ebenaceae,Diospyros_whyteana,Diospyros,1,NA,red,48293
Ericales,Ebenaceae,Diospyros_whyteana,Diospyros,1,NA,NA,48294
Ericales,Ebenaceae,Diospyros_whyteana,Diospyros,1,NA,NA,48295
Ericales,Ebenaceae,Diospyros_whyteana,Diospyros,1,NA,NA,48296
Ericales,Ebenaceae,Diospyros_whyteana,Diospyros,1,NA,NA,48297
Ericales,Ebenaceae,Diospyros_whyteana,Diospyros,1,NA,NA,48298
Ericales,Ebenaceae,Diospyros_whyteana,Diospyros,1,NA,red,48299
Ericales,Ebenaceae,Diospyros_whyteana,Diospyros,1,NA,NA,48300
Ericales,Ebenaceae,Diospyros_whyteana,Diospyros,1,NA,NA,48301
Ericales,Ebenaceae,Diospyros_whyteana,Diospyros,1,NA,red,48302
Ericales,Ebenaceae,Diospyros_whyteana,Diospyros,1,NA,NA,48303
Ericales,Ebenaceae,Diospyros_whyteana,Diospyros,1,NA,NA,48304
Ericales,Ebenaceae,Diospyros_whyteana,Diospyros,1,NA,NA,48305
Ericales,Ebenaceae,Diospyros_whyteana,Diospyros,1,NA,NA,48306
Ericales,Ebenaceae,Diospyros_whyteana,Diospyros,1,NA,NA,48307
Ericales,Ebenaceae,Diospyros_whyteana,Diospyros,1,NA,red,48308
Ericales,Ebenaceae,Diospyros_whyteana,Diospyros,1,NA,NA,48309
Ericales,Ebenaceae,Diospyros_whyteana,Diospyros,1,NA,NA,48310
Ericales,Ebenaceae,Euclea_crispa,Euclea,1,NA,NA,58315
Ericales,Ebenaceae,Euclea_crispa,Euclea,1,NA,NA,58316
Ericales,Ebenaceae,Euclea_crispa,Euclea,1,fleshy,"reddish brown, becoming black when ripe",58317
Ericales,Ebenaceae,Euclea_crispa,Euclea,1,NA,NA,58318
Ericales,Ebenaceae,Euclea_crispa,Euclea,1,NA,NA,58325
Ericales,Ebenaceae,Euclea_crispa,Euclea,1,NA,NA,58326
Ericales,Ebenaceae,Euclea_crispa,Euclea,1,NA,NA,58350
Ericales,Ebenaceae,Euclea_crispa,Euclea,1,NA,NA,58351
Ericales,Ebenaceae,Euclea_crispa,Euclea,1,NA,black,58352
Ericales,Ebenaceae,Euclea_crispa,Euclea,1,NA,NA,58353
Ericales,Ebenaceae,Euclea_divinorum,Euclea,1,NA,NA,58319
Ericales,Ebenaceae,Euclea_divinorum,Euclea,1,NA,NA,58320
Ericales,Ebenaceae,Euclea_divinorum,Euclea,1,NA,NA,58321
Ericales,Ebenaceae,Euclea_divinorum,Euclea,1,fleshy,NA,58322
Ericales,Ebenaceae,Euclea_divinorum,Euclea,1,fleshy,NA,58323
Ericales,Ebenaceae,Euclea_divinorum,Euclea,1,NA,NA,58324
Ericales,Ebenaceae,Euclea_divinorum,Euclea,1,NA,NA,58354
Ericales,Ebenaceae,Euclea_divinorum,Euclea,1,NA,NA,58355
Ericales,Ebenaceae,Euclea_divinorum,Euclea,1,NA,black,58356
Ericales,Ebenaceae,Euclea_divinorum,Euclea,1,NA,NA,58357
Ericales,Ebenaceae,Euclea_divinorum,Euclea,1,NA,NA,58358
Ericales,Ebenaceae,Euclea_divinorum,Euclea,1,NA,NA,58359
Ericales,Ebenaceae,Euclea_divinorum,Euclea,1,NA,NA,58360
Ericales,Ebenaceae,Euclea_divinorum,Euclea,1,NA,NA,58361
Ericales,Ebenaceae,Euclea_divinorum,Euclea,1,NA,NA,58362
Ericales,Ebenaceae,Euclea_divinorum,Euclea,1,NA,NA,58363
Ericales,Ebenaceae,Euclea_divinorum,Euclea,1,NA,NA,58364
Ericales,Ebenaceae,Euclea_divinorum,Euclea,1,NA,NA,58365
Ericales,Ebenaceae,Euclea_divinorum,Euclea,1,NA,NA,58366
Ericales,Ebenaceae,Euclea_divinorum,Euclea,1,NA,NA,58367
Ericales,Ebenaceae,Euclea_divinorum,Euclea,1,NA,NA,58368
Ericales,Ebenaceae,Euclea_divinorum,Euclea,1,NA,NA,58369
Ericales,Ebenaceae,Euclea_divinorum,Euclea,1,NA,black,58370
Ericales,Ebenaceae,Euclea_divinorum,Euclea,1,NA,NA,58371
Ericales,Ebenaceae,Euclea_divinorum,Euclea,1,NA,black,58372
Ericales,Ebenaceae,Euclea_divinorum,Euclea,1,NA,NA,58373
Ericales,Ebenaceae,Euclea_divinorum,Euclea,1,NA,NA,58374
Ericales,Ebenaceae,Euclea_divinorum,Euclea,1,NA,NA,58375
Ericales,Ebenaceae,Euclea_natalensis,Euclea,1,fleshy,NA,58327
Ericales,Ebenaceae,Euclea_natalensis,Euclea,1,fleshy,red to black,58328
Ericales,Ebenaceae,Euclea_natalensis,Euclea,1,NA,NA,58329
Ericales,Ebenaceae,Euclea_natalensis,Euclea,1,NA,NA,58330
Ericales,Ebenaceae,Euclea_natalensis,Euclea,1,NA,NA,58331
Ericales,Ebenaceae,Euclea_natalensis,Euclea,1,NA,NA,58332
Ericales,Ebenaceae,Euclea_natalensis,Euclea,1,NA,NA,58333
Ericales,Ebenaceae,Euclea_natalensis,Euclea,1,fleshy,NA,58334
Ericales,Ebenaceae,Euclea_natalensis,Euclea,1,NA,NA,58335
Ericales,Ebenaceae,Euclea_natalensis,Euclea,1,NA,NA,58377
Ericales,Ebenaceae,Euclea_natalensis,Euclea,1,NA,NA,58378
Ericales,Ebenaceae,Euclea_natalensis,Euclea,1,NA,NA,58379
Ericales,Ebenaceae,Euclea_natalensis,Euclea,1,NA,NA,58380
Ericales,Ebenaceae,Euclea_natalensis,Euclea,1,NA,NA,58381
Ericales,Ebenaceae,Euclea_natalensis,Euclea,1,NA,NA,58382
Ericales,Ebenaceae,Euclea_natalensis,Euclea,1,NA,NA,58383
Ericales,Ebenaceae,Euclea_natalensis,Euclea,1,NA,NA,58384
Ericales,Ebenaceae,Euclea_natalensis,Euclea,1,NA,NA,58385
Ericales,Ebenaceae,Euclea_natalensis,Euclea,1,NA,NA,58386
Ericales,Ebenaceae,Euclea_natalensis,Euclea,1,NA,NA,58387
Ericales,Ebenaceae,Euclea_natalensis,Euclea,1,NA,NA,58388
Ericales,Ebenaceae,Euclea_natalensis,Euclea,1,NA,NA,58389
Ericales,Ebenaceae,Euclea_natalensis,Euclea,1,NA,black,58390
Ericales,Ebenaceae,Euclea_natalensis,Euclea,1,NA,NA,58391
Ericales,Ebenaceae,Euclea_natalensis,Euclea,1,NA,NA,58392
Ericales,Ebenaceae,Euclea_natalensis,Euclea,1,NA,NA,58393
Ericales,Ebenaceae,Euclea_natalensis,Euclea,1,NA,NA,58394
Ericales,Ebenaceae,Euclea_natalensis,Euclea,1,NA,NA,58395
Ericales,Ebenaceae,Euclea_natalensis,Euclea,1,NA,NA,58396
Ericales,Ebenaceae,Euclea_natalensis,Euclea,1,NA,black,58397
Ericales,Ebenaceae,Euclea_natalensis,Euclea,1,NA,NA,58398
Ericales,Ebenaceae,Euclea_undulata,Euclea,1,fleshy,NA,58345
Ericales,Ebenaceae,Euclea_undulata,Euclea,1,NA,NA,58346
Ericales,Ebenaceae,Euclea_undulata,Euclea,1,NA,NA,58347
Ericales,Ebenaceae,Euclea_undulata,Euclea,1,NA,NA,58348
Ericales,Ebenaceae,Euclea_undulata,Euclea,1,NA,NA,58404
Ericales,Ebenaceae,Euclea_undulata,Euclea,1,NA,NA,58405
Ericales,Ebenaceae,Euclea_undulata,Euclea,1,NA,NA,58406
Ericales,Ebenaceae,Euclea_undulata,Euclea,1,NA,NA,58407
Ericales,Ebenaceae,Euclea_undulata,Euclea,1,NA,black,58408
Ericales,Ericaceae,Arbutus_canariensis,Arbutus,1,NA,NA,11363
Ericales,Ericaceae,Arbutus_canariensis,Arbutus,1,fleshy,NA,11379
Ericales,Ericaceae,Arbutus_canariensis,Arbutus,1,NA,orange,11380
Ericales,Ericaceae,Arbutus_menziesii,Arbutus,1,NA,NA,11364
Ericales,Ericaceae,Arbutus_menziesii,Arbutus,1,NA,NA,11365
Ericales,Ericaceae,Arbutus_menziesii,Arbutus,1,NA,red,11381
Ericales,Ericaceae,Arbutus_menziesii,Arbutus,1,fleshy,NA,11382
Ericales,Ericaceae,Arbutus_unedo,Arbutus,1,fleshy,NA,11368
Ericales,Ericaceae,Arbutus_unedo,Arbutus,1,NA,NA,11369
Ericales,Ericaceae,Arbutus_unedo,Arbutus,1,fleshy,NA,11370
Ericales,Ericaceae,Arbutus_unedo,Arbutus,1,NA,NA,11371
Ericales,Ericaceae,Arbutus_unedo,Arbutus,1,NA,red,11383
Ericales,Ericaceae,Arbutus_unedo,Arbutus,1,NA,red,11384
Ericales,Ericaceae,Arbutus_unedo,Arbutus,1,NA,red,11385
Ericales,Ericaceae,Arbutus_unedo,Arbutus,1,NA,red,11386
Ericales,Ericaceae,Arbutus_unedo,Arbutus,1,NA,red,11387
Ericales,Ericaceae,Arbutus_unedo,Arbutus,1,NA,red,11388
Ericales,Ericaceae,Arbutus_unedo,Arbutus,1,NA,red,11389
Ericales,Ericaceae,Arbutus_unedo,Arbutus,1,NA,red,11390
Ericales,Ericaceae,Arbutus_unedo,Arbutus,1,NA,red,11391
Ericales,Ericaceae,Arbutus_unedo,Arbutus,1,NA,red,11392
Ericales,Ericaceae,Arbutus_unedo,Arbutus,1,NA,red,11393
Ericales,Ericaceae,Arbutus_unedo,Arbutus,1,NA,red,11394
Ericales,Ericaceae,Arbutus_unedo,Arbutus,1,NA,red,11395
Ericales,Ericaceae,Arbutus_unedo,Arbutus,1,NA,red,11396
Ericales,Ericaceae,Arbutus_unedo,Arbutus,1,NA,red,11397
Ericales,Ericaceae,Arctostaphylos_alpinus,Arctostaphylos,1,NA,NA,11563
Ericales,Ericaceae,Arctostaphylos_alpinus,Arctostaphylos,1,NA,black,11659
Ericales,Ericaceae,Arctostaphylos_alpinus,Arctostaphylos,1,NA,black,11660
Ericales,Ericaceae,Arctostaphylos_alpinus,Arctostaphylos,1,NA,black,11661
Ericales,Ericaceae,Arctostaphylos_alpinus,Arctostaphylos,1,NA,black,11662
Ericales,Ericaceae,Arctostaphylos_alpinus,Arctostaphylos,1,NA,black,11663
Ericales,Ericaceae,Arctostaphylos_alpinus,Arctostaphylos,1,NA,black,11664
Ericales,Ericaceae,Arctostaphylos_alpinus,Arctostaphylos,1,NA,black,11665
Ericales,Ericaceae,Arctostaphylos_alpinus,Arctostaphylos,1,NA,black,11666
Ericales,Ericaceae,Arctostaphylos_alpinus,Arctostaphylos,1,NA,black,11667
Ericales,Ericaceae,Arctostaphylos_alpinus,Arctostaphylos,1,NA,black,11668
Ericales,Ericaceae,Arctostaphylos_alpinus,Arctostaphylos,1,NA,black,11669
Ericales,Ericaceae,Arctostaphylos_alpinus,Arctostaphylos,1,NA,black,11670
Ericales,Ericaceae,Arctostaphylos_alpinus,Arctostaphylos,1,NA,black,11671
Ericales,Ericaceae,Arctostaphylos_alpinus,Arctostaphylos,1,NA,black,11672
Ericales,Ericaceae,Arctostaphylos_alpinus,Arctostaphylos,1,NA,black,11673
Ericales,Ericaceae,Arctostaphylos_alpinus,Arctostaphylos,1,NA,black,11674
Ericales,Ericaceae,Arctostaphylos_alpinus,Arctostaphylos,1,NA,black,11675
Ericales,Ericaceae,Arctostaphylos_alpinus,Arctostaphylos,1,NA,NA,11734
Ericales,Ericaceae,Arctostaphylos_alpinus,Arctostaphylos,1,fleshy,NA,11736
Ericales,Ericaceae,Arctostaphylos_alpinus,Arctostaphylos,1,NA,black,11737
Ericales,Ericaceae,Arctostaphylos_alpinus,Arctostaphylos,1,NA,black,11738
Ericales,Ericaceae,Arctostaphylos_rubra,Arctostaphylos,1,NA,NA,11638
Ericales,Ericaceae,Arctostaphylos_rubra,Arctostaphylos,1,NA,NA,11639
Ericales,Ericaceae,Arctostaphylos_rubra,Arctostaphylos,1,NA,NA,11640
Ericales,Ericaceae,Arctostaphylos_rubra,Arctostaphylos,1,NA,red,11677
Ericales,Ericaceae,Arctostaphylos_rubra,Arctostaphylos,1,fleshy,NA,11678
Ericales,Ericaceae,Arctostaphylos_rubra,Arctostaphylos,1,NA,NA,11735
Ericales,Ericaceae,Arctostaphylos_rubra,Arctostaphylos,1,fleshy,NA,11739
Ericales,Ericaceae,Arctostaphylos_uva-ursi,Arctostaphylos,1,NA,NA,11648
Ericales,Ericaceae,Arctostaphylos_uva-ursi,Arctostaphylos,1,NA,NA,11649
Ericales,Ericaceae,Arctostaphylos_uva-ursi,Arctostaphylos,1,fleshy,NA,11650
Ericales,Ericaceae,Arctostaphylos_uva-ursi,Arctostaphylos,1,NA,NA,11651
Ericales,Ericaceae,Arctostaphylos_uva-ursi,Arctostaphylos,1,NA,red,11679
Ericales,Ericaceae,Arctostaphylos_uva-ursi,Arctostaphylos,1,NA,red,11680
Ericales,Ericaceae,Arctostaphylos_uva-ursi,Arctostaphylos,1,NA,red,11681
Ericales,Ericaceae,Arctostaphylos_uva-ursi,Arctostaphylos,1,NA,red,11682
Ericales,Ericaceae,Arctostaphylos_uva-ursi,Arctostaphylos,1,NA,red,11683
Ericales,Ericaceae,Arctostaphylos_uva-ursi,Arctostaphylos,1,NA,red,11684
Ericales,Ericaceae,Arctostaphylos_uva-ursi,Arctostaphylos,1,NA,red,11685
Ericales,Ericaceae,Arctostaphylos_uva-ursi,Arctostaphylos,1,NA,red,11686
Ericales,Ericaceae,Arctostaphylos_uva-ursi,Arctostaphylos,1,NA,red,11687
Ericales,Ericaceae,Arctostaphylos_uva-ursi,Arctostaphylos,1,NA,red,11688
Ericales,Ericaceae,Arctostaphylos_uva-ursi,Arctostaphylos,1,NA,red,11689
Ericales,Ericaceae,Arctostaphylos_uva-ursi,Arctostaphylos,1,NA,red,11690
Ericales,Ericaceae,Arctostaphylos_uva-ursi,Arctostaphylos,1,NA,red,11691
Ericales,Ericaceae,Arctostaphylos_uva-ursi,Arctostaphylos,1,NA,red,11692
Ericales,Ericaceae,Arctostaphylos_uva-ursi,Arctostaphylos,1,NA,red,11693
Ericales,Ericaceae,Arctostaphylos_uva-ursi,Arctostaphylos,1,NA,red,11694
Ericales,Ericaceae,Arctostaphylos_uva-ursi,Arctostaphylos,1,NA,red,11695
Ericales,Ericaceae,Arctostaphylos_uva-ursi,Arctostaphylos,1,NA,red,11696
Ericales,Ericaceae,Arctostaphylos_uva-ursi,Arctostaphylos,1,NA,red,11697
Ericales,Ericaceae,Arctostaphylos_uva-ursi,Arctostaphylos,1,NA,red,11698
Ericales,Ericaceae,Arctostaphylos_uva-ursi,Arctostaphylos,1,NA,red,11699
Ericales,Ericaceae,Arctostaphylos_uva-ursi,Arctostaphylos,1,NA,red,11700
Ericales,Ericaceae,Arctostaphylos_uva-ursi,Arctostaphylos,1,NA,red,11701
